"","age","type_employer","fnlwgt","education","education_num","marital","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_week","country","income"
"31000",29,"Private",304595,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"31001",43,"Private",475322,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
"31002",65,"Private",107620,"11th",7,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,8,"United-States","<=50K"
"31003",19,"Private",301911,"Some-college",10,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,35,"Laos","<=50K"
"31004",35,"Private",267866,"HS-grad",9,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,1887,50,"Iran",">50K"
"31005",28,"Private",269786,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"31006",34,"Private",167474,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"31007",61,"Private",115023,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,60,"United-States",">50K"
"31008",63,"Local-gov",86590,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,32,"United-States","<=50K"
"31009",47,"State-gov",187087,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"31010",31,"Private",184307,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"31011",18,"Private",225859,"Some-college",10,"Never-married","Transport-moving","Own-child","White","Male",2907,0,30,"United-States","<=50K"
"31012",29,"Private",57889,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"31013",59,"Private",157932,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"31014",50,"Private",187830,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,62,"United-States",">50K"
"31015",49,"Private",251180,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",2407,0,50,"United-States","<=50K"
"31016",60,"Private",317083,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"31017",35,"Self-emp-not-inc",190895,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"31018",48,"Federal-gov",328606,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"31019",21,"?",403860,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
"31020",41,"Private",215479,"HS-grad",9,"Separated","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"31021",56,"Private",157639,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"31022",26,"Private",152129,"12th",8,"Never-married","Other-service","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
"31023",53,"Private",239284,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"31024",23,"Private",234302,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"31025",58,"Private",218724,"7th-8th",4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
"31026",61,"Private",106330,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"31027",29,"Private",35032,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,60,"United-States","<=50K"
"31028",22,"Private",234641,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
"31029",43,"Private",170730,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
"31030",31,"Private",218322,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"31031",90,"Private",47929,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"31032",53,"Private",142411,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"31033",22,"?",219122,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
"31034",55,"Private",132887,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",3411,0,40,"Jamaica","<=50K"
"31035",34,"State-gov",44464,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
"31036",28,"Private",180928,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",5013,0,55,"United-States","<=50K"
"31037",22,"?",199426,"Some-college",10,"Never-married","?","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"31038",36,"Private",139703,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"31039",33,"Private",202642,"Bachelors",13,"Separated","Prof-specialty","Other-relative","Black","Female",0,0,40,"Jamaica","<=50K"
"31040",17,"Private",160049,"10th",6,"Never-married","Other-service","Own-child","White","Female",0,0,12,"United-States","<=50K"
"31041",38,"Private",239755,"11th",7,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"31042",60,"Private",152369,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K"
"31043",34,"Private",42900,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"31044",72,"?",117017,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,8,"United-States","<=50K"
"31045",57,"Private",175017,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Italy","<=50K"
"31046",39,"Private",342642,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"31047",50,"Self-emp-not-inc",143730,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,"United-States","<=50K"
"31048",45,"Private",191098,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"China","<=50K"
"31049",37,"Private",208106,"Bachelors",13,"Separated","Exec-managerial","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"31050",27,"Private",167737,"Some-college",10,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,48,"United-States","<=50K"
"31051",43,"Private",315971,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States",">50K"
"31052",41,"Private",142717,"Some-college",10,"Divorced","Tech-support","Unmarried","Black","Female",0,0,36,"United-States","<=50K"
"31053",20,"Private",190227,"Masters",14,"Never-married","Exec-managerial","Own-child","White","Male",0,0,25,"United-States","<=50K"
"31054",44,"Private",79864,"Masters",14,"Separated","Exec-managerial","Unmarried","White","Female",0,0,20,"United-States","<=50K"
"31055",50,"Private",34067,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"31056",54,"Private",222882,"HS-grad",9,"Widowed","Exec-managerial","Unmarried","White","Female",0,0,45,"United-States","<=50K"
"31057",31,"Private",44464,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,1564,60,"United-States",">50K"
"31058",33,"Private",256062,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,35,"Puerto-Rico","<=50K"
"31059",22,"Private",251073,"9th",5,"Never-married","Other-service","Own-child","White","Male",0,0,50,"United-States","<=50K"
"31060",46,"Private",149949,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"31061",30,"Private",165235,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","Asian-Pac-Islander","Female",0,0,40,"Philippines",">50K"
"31062",22,"?",243190,"Some-college",10,"Never-married","?","Own-child","Asian-Pac-Islander","Male",0,0,40,"China","<=50K"
"31063",59,"?",160662,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",2407,0,60,"United-States","<=50K"
"31064",57,"Self-emp-not-inc",175942,"Some-college",10,"Widowed","Exec-managerial","Other-relative","White","Male",0,0,25,"United-States","<=50K"
"31065",26,"Private",212793,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"31066",52,"Local-gov",153312,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
"31067",55,"Local-gov",173296,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States","<=50K"
"31068",47,"Private",120131,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"31069",19,"Private",117444,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"31070",26,"Private",226196,"HS-grad",9,"Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
"31071",44,"Private",202872,"Assoc-acdm",12,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"31072",42,"Private",176716,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"31073",39,"Private",82540,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States","<=50K"
"31074",17,"?",41643,"11th",7,"Never-married","?","Own-child","White","Female",0,0,15,"United-States","<=50K"
"31075",26,"Private",197292,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
"31076",26,"Private",76491,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,20,"United-States","<=50K"
"31077",50,"Self-emp-inc",101094,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States","<=50K"
"31078",46,"Self-emp-not-inc",119944,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"31079",18,"Private",141626,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",2176,0,20,"United-States","<=50K"
"31080",26,"Private",122575,"Bachelors",13,"Never-married","Exec-managerial","Unmarried","Asian-Pac-Islander","Male",0,0,60,"Vietnam","<=50K"
"31081",32,"Private",194740,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
"31082",50,"Private",263200,"5th-6th",3,"Married-spouse-absent","Other-service","Unmarried","White","Female",0,0,34,"Mexico","<=50K"
"31083",47,"Local-gov",140644,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",">50K"
"31084",52,"Private",202115,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,25,"United-States","<=50K"
"31085",25,"Federal-gov",27142,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"31086",42,"Local-gov",318046,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"31087",53,"Private",276369,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K"
"31088",30,"Private",67187,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Amer-Indian-Eskimo","Female",0,0,8,"United-States","<=50K"
"31089",23,"Private",133582,"1st-4th",2,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,36,"Mexico","<=50K"
"31090",23,"Private",216672,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,30,"?","<=50K"
"31091",32,"Private",45796,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K"
"31092",29,"Self-emp-inc",31778,"HS-grad",9,"Separated","Prof-specialty","Other-relative","White","Male",0,0,25,"United-States","<=50K"
"31093",40,"Private",190044,"Assoc-acdm",12,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"31094",45,"State-gov",144351,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"31095",17,"?",172145,"10th",6,"Never-married","?","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"31096",55,"Private",193130,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"31097",59,"Local-gov",140478,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"31098",56,"Private",122390,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
"31099",23,"Private",116830,"12th",8,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"31100",37,"Local-gov",117683,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
"31101",25,"Private",106491,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
"31102",22,"?",39803,"Some-college",10,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
"31103",27,"Private",363053,"9th",5,"Never-married","Priv-house-serv","Unmarried","White","Female",0,0,24,"Mexico","<=50K"
"31104",21,"Private",54472,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"31105",47,"Local-gov",200471,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",5178,0,40,"United-States",">50K"
"31106",38,"Private",54317,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States","<=50K"
"31107",62,"Local-gov",113443,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",10520,0,33,"United-States",">50K"
"31108",27,"Private",159623,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
"31109",25,"?",161235,"Assoc-voc",11,"Never-married","?","Own-child","White","Male",0,0,90,"United-States","<=50K"
"31110",27,"Private",247978,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
"31111",40,"Private",305846,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
"31112",22,"Self-emp-not-inc",214014,"Some-college",10,"Never-married","Sales","Own-child","Black","Male",99999,0,55,"United-States",">50K"
"31113",33,"Private",226525,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"31114",28,"Private",247819,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,5,"United-States","<=50K"
"31115",28,"Private",194940,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"31116",29,"Private",289991,"HS-grad",9,"Never-married","Transport-moving","Unmarried","White","Male",0,0,55,"United-States","<=50K"
"31117",46,"Private",585361,"9th",5,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"31118",30,"Private",91145,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"31119",65,"?",231604,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,45,"Germany","<=50K"
"31120",28,"Private",273269,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
"31121",39,"Private",202683,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"31122",35,"Private",159179,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"31123",50,"Private",28952,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,39,"United-States","<=50K"
"31124",25,"?",214925,"10th",6,"Never-married","?","Own-child","Black","Male",0,0,40,"United-States","<=50K"
"31125",63,"Private",163708,"9th",5,"Widowed","Other-service","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
